Series_reference,Period,Reference_period,Data_value,STATUS,UNITS,MAGNTUDE,Subject,Group,Series_title
LASQ.SS1AZZ,2021.03,Quarterly,-205122,Revised,Dollars,3,Local Authority Statistics - LAS,Surplus - Seasonally Adjusted,Operating surplus/deficit excluding non-operating items
LASQ.SS1AZZ,2021.06,Quarterly,-196333,Revised,Dollars,3,Local Authority Statistics - LAS,Surplus - Seasonally Adjusted,Operating surplus/deficit excluding non-operating items
LASQ.SS1AZZ,2021.09,Quarterly,-151266,Revised,Dollars,3,Local Authority Statistics - LAS,Surplus - Seasonally Adjusted,Operating surplus/deficit excluding non-operating items
LASQ.SS1AZZ,2021.12,Quarterly,-200037,Revised,Dollars,3,Local Authority Statistics - LAS,Surplus - Seasonally Adjusted,Operating surplus/deficit excluding non-operating items
LASQ.SS1AZZ,2022.03,Quarterly,-165648,Revised,Dollars,3,Local Authority Statistics - LAS,Surplus - Seasonally Adjusted,Operating surplus/deficit excluding non-operating items
LASQ.SS1AZZ,2022.06,Quarterly,-332795,Revised,Dollars,3,Local Authority Statistics - LAS,Surplus - Seasonally Adjusted,Operating surplus/deficit excluding non-operating items
LASQ.SS1AZZ,2022.09,Quarterly,-308657,Revised,Dollars,3,Local Authority Statistics - LAS,Surplus - Seasonally Adjusted,Operating surplus/deficit excluding non-operating items
LASQ.SS1AZZ,2022.12,Quarterly,-449358,Revised,Dollars,3,Local Authority Statistics - LAS,Surplus - Seasonally Adjusted,Operating surplus/deficit excluding non-operating items
LASQ.SS1AZZ,2023.03,Quarterly,-498979,Revised,Dollars,3,Local Authority Statistics - LAS,Surplus - Seasonally Adjusted,Operating surplus/deficit excluding non-operating items
LASQ.SS1AZZ,2023.06,Quarterly,-528396,Revised,Dollars,3,Local Authority Statistics - LAS,Surplus - Seasonally Adjusted,Operating surplus/deficit excluding non-operating items
LASQ.SS1AZZ,2023.09,Quarterly,-481855,Revised,Dollars,3,Local Authority Statistics - LAS,Surplus - Seasonally Adjusted,Operating surplus/deficit excluding non-operating items
LASQ.SS1AZZ,2023.12,Quarterly,-547624,Revised,Dollars,3,Local Authority Statistics - LAS,Surplus - Seasonally Adjusted,Operating surplus/deficit excluding non-operating items
LASQ.SS1AZZ,2024.03,Quarterly,-460627,Revised,Dollars,3,Local Authority Statistics - LAS,Surplus - Seasonally Adjusted,Operating surplus/deficit excluding non-operating items
LASQ.SS1AZZ,2024.06,Quarterly,-471052,Revised,Dollars,3,Local Authority Statistics - LAS,Surplus - Seasonally Adjusted,Operating surplus/deficit excluding non-operating items
LASQ.SS1AZZ,2024.09,Quarterly,-474845,Revised,Dollars,3,Local Authority Statistics - LAS,Surplus - Seasonally Adjusted,Operating surplus/deficit excluding non-operating items
LASQ.SS1AZZ,2024.12,Quarterly,-452963,Provisional,Dollars,3,Local Authority Statistics - LAS,Surplus - Seasonally Adjusted,Operating surplus/deficit excluding non-operating items
LASQ.SSEAAZ,1992.09,Quarterly,187319,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,1992.12,Quarterly,202202,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,1993.03,Quarterly,201023,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,1993.06,Quarterly,201035,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,1993.09,Quarterly,198239,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,1993.12,Quarterly,206158,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,1994.03,Quarterly,202237,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,1994.06,Quarterly,206396,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,1994.09,Quarterly,211764,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,1994.12,Quarterly,203116,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,1995.03,Quarterly,208100,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,1995.06,Quarterly,202693,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,1995.09,Quarterly,207771,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,1995.12,Quarterly,206638,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,1996.03,Quarterly,210246,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,1996.06,Quarterly,214469,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,1996.09,Quarterly,210464,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,1996.12,Quarterly,211428,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,1997.03,Quarterly,217394,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,1997.06,Quarterly,215404,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,1997.09,Quarterly,213822,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,1997.12,Quarterly,212272,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,1998.03,Quarterly,210108,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,1998.06,Quarterly,212455,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,1998.09,Quarterly,213375,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,1998.12,Quarterly,212221,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,1999.03,Quarterly,212087,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,1999.06,Quarterly,211709,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,1999.09,Quarterly,211081,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,1999.12,Quarterly,213290,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2000.03,Quarterly,207286,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2000.06,Quarterly,199492,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2000.09,Quarterly,204062,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2000.12,Quarterly,209888,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2001.03,Quarterly,211803,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2001.06,Quarterly,213985,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2001.09,Quarterly,216880,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2001.12,Quarterly,221006,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2002.03,Quarterly,222366,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2002.06,Quarterly,223561,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2002.09,Quarterly,230174,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2002.12,Quarterly,231170,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2003.03,Quarterly,238181,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2003.06,Quarterly,247174,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2003.09,Quarterly,247666,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2003.12,Quarterly,259746,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2004.03,Quarterly,258535,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2004.06,Quarterly,263100,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2004.09,Quarterly,271554,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2004.12,Quarterly,267178,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2005.03,Quarterly,277387,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2005.06,Quarterly,284678,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2005.09,Quarterly,287118,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2005.12,Quarterly,291858,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2006.03,Quarterly,296285,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2006.06,Quarterly,304067,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2006.09,Quarterly,313118,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2006.12,Quarterly,322298,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2007.03,Quarterly,334380,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2007.06,Quarterly,336579,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2007.09,Quarterly,343952,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2007.12,Quarterly,348320,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2008.03,Quarterly,365411,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2008.06,Quarterly,367148,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2008.09,Quarterly,377973,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2008.12,Quarterly,386238,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2009.03,Quarterly,391099,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2009.06,Quarterly,402413,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2009.09,Quarterly,405016,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2009.12,Quarterly,412258,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2010.03,Quarterly,404846,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2010.06,Quarterly,411456,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2010.09,Quarterly,422006,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2010.12,Quarterly,435147,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2011.03,Quarterly,450301,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2011.06,Quarterly,429026,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2011.09,Quarterly,450780,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2011.12,Quarterly,440964,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2012.03,Quarterly,453179,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2012.06,Quarterly,455785,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2012.09,Quarterly,454412,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2012.12,Quarterly,465896,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2013.03,Quarterly,466168,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2013.06,Quarterly,474099,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2013.09,Quarterly,476458,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2013.12,Quarterly,488787,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2014.03,Quarterly,484506,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2014.06,Quarterly,498623,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2014.09,Quarterly,507510,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2014.12,Quarterly,516622,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2015.03,Quarterly,507562,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2015.06,Quarterly,526188,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2015.09,Quarterly,524827,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2015.12,Quarterly,525592,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2016.03,Quarterly,537518,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2016.06,Quarterly,544940,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2016.09,Quarterly,558066,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2016.12,Quarterly,561062,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2017.03,Quarterly,568558,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2017.06,Quarterly,575186,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2017.09,Quarterly,576094,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2017.12,Quarterly,576622,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2018.03,Quarterly,597868,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2018.06,Quarterly,607804,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2018.09,Quarterly,604237,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2018.12,Quarterly,630970,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2019.03,Quarterly,634005,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2019.06,Quarterly,643709,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2019.09,Quarterly,668363,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2019.12,Quarterly,685370,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2020.03,Quarterly,696443,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2020.06,Quarterly,706924,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2020.09,Quarterly,690946,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2020.12,Quarterly,683214,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2021.03,Quarterly,691695,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2021.06,Quarterly,704726,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2021.09,Quarterly,724367,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2021.12,Quarterly,734387,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2022.03,Quarterly,742218,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2022.06,Quarterly,765822,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2022.09,Quarterly,790516,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2022.12,Quarterly,811286,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2023.03,Quarterly,831847,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2023.06,Quarterly,832118,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2023.09,Quarterly,860710,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2023.12,Quarterly,908357,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2024.03,Quarterly,921879,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2024.06,Quarterly,943064,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2024.09,Quarterly,975094,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2024.12,Quarterly,984123,Provisional,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEABZ,1992.09,Quarterly,53394,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Interest Paid
LASQ.SSEABZ,1992.12,Quarterly,60577,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Interest Paid
LASQ.SSEABZ,1993.03,Quarterly,56570,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Interest Paid
LASQ.SSEABZ,1993.06,Quarterly,56024,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Interest Paid
LASQ.SSEABZ,1993.09,Quarterly,44192,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Interest Paid
LASQ.SSEABZ,1993.12,Quarterly,48947,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Interest Paid
LASQ.SSEABZ,1994.03,Quarterly,51592,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Interest Paid
LASQ.SSEABZ,1994.06,Quarterly,47930,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Interest Paid
LASQ.SSEABZ,1994.09,Quarterly,42158,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Interest Paid
LASQ.SSEABZ,1994.12,Quarterly,47255,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Interest Paid
LASQ.SSEABZ,1995.03,Quarterly,41594,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Interest Paid
LASQ.SSEABZ,1995.06,Quarterly,43876,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Interest Paid
LASQ.SSEABZ,1995.09,Quarterly,38015,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Interest Paid
LASQ.SSEABZ,1995.12,Quarterly,40642,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Interest Paid
LASQ.SSEABZ,1996.03,Quarterly,42975,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Interest Paid
LASQ.SSEABZ,1996.06,Quarterly,49637,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Interest Paid
LASQ.SSEABZ,1996.09,Quarterly,39738,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Interest Paid
LASQ.SSEABZ,1996.12,Quarterly,46932,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Interest Paid
LASQ.SSEABZ,1997.03,Quarterly,38948,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Interest Paid
LASQ.SSEABZ,1997.06,Quarterly,43682,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Interest Paid
LASQ.SSEABZ,1997.09,Quarterly,39461,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Interest Paid
LASQ.SSEABZ,1997.12,Quarterly,44990,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Interest Paid
LASQ.SSEABZ,1998.03,Quarterly,39957,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Interest Paid
LASQ.SSEABZ,1998.06,Quarterly,41722,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Interest Paid
LASQ.SSEABZ,1998.09,Quarterly,37891,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Interest Paid
LASQ.SSEABZ,1998.12,Quarterly,42232,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Interest Paid
LASQ.SSEABZ,1999.03,Quarterly,39683,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Interest Paid
LASQ.SSEABZ,1999.06,Quarterly,45808,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Interest Paid
LASQ.SSEABZ,1999.09,Quarterly,40795,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Interest Paid
LASQ.SSEABZ,1999.12,Quarterly,40795,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Interest Paid
LASQ.SSEABZ,2000.03,Quarterly,35497,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Interest Paid
LASQ.SSEABZ,2000.06,Quarterly,36765,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Interest Paid
LASQ.SSEABZ,2000.09,Quarterly,36681,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Interest Paid
LASQ.SSEABZ,2000.12,Quarterly,38992,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Interest Paid
LASQ.SSEABZ,2001.03,Quarterly,34947,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Interest Paid
LASQ.SSEABZ,2001.06,Quarterly,35517,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Interest Paid
LASQ.SSEABZ,2001.09,Quarterly,34699,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Interest Paid
LASQ.SSEABZ,2001.12,Quarterly,36566,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Interest Paid
LASQ.SSEABZ,2002.03,Quarterly,34683,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Interest Paid
LASQ.SSEABZ,2002.06,Quarterly,35012,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Interest Paid
LASQ.SSEABZ,2002.09,Quarterly,36449,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Interest Paid
